2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/19:08:52		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:52		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:52		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:52		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:52		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:52		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:53		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:54		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:55		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:56		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:57		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:58		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:08:59		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:00		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:01		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:02		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:03		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:04		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:05		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:06		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:07		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:08		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:09		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:10		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:11		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:12		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:13		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:14		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:15		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
